business_id,avg_ratings,counts
lqx--hrRwe0oK6WnFYNXlg,3.83,399
Y_hWal1CfHfSaMEfXcIumQ,3.33,3
BLC-LJ81doPzd_ONwcCF6Q,4.17,6
SwMqbqCLXy8XDH1rEGQ8rw,4.6,10
7Qlb201gURKi3D0SKEWFrw,3.79,19
nm6fSZhNrxbf8ZePK_X4fA,2.0,3
A2aVN_Yw3xDz4x7gGtmYog,3.45,11
cocDiR5JjV0Y63iE0cc7pw,3.66,101
ox-WgJDBnm2TjcXd2XE2WQ,2.75,4
ddJK59dydw4vGgRZbcznzw,2.65,62
-zcZNlO0JwZHppan8rGkBQ,2.59,27
UDugrCPd9OniJ1palh46Ig,3.0,5
0kw9PdEVcPsgQlhTzDW-tA,4.22,9
1u_8Lk1_0UsTmjW6b12bpw,3.23,64
j5unzmdCDtkJyFrGPEF1qQ,3.53,32
HxY60lnXn37AtPeUprQ3iA,4.0,7
bqPXsuVziCGKUPUHUkGyYQ,4.1,10
3_bIpfMJmwdmaVAiD4BxeQ,3.88,8
Y3jVDgLRULH52M4_fXQOug,1.92,25
yqGa0QrQ-iGkvHaDAF5t4Q,2.82,11
CDuxCxTiuGXC6saLoywymQ,4.4,72
KweGJLJj933YHMbi-f9SAg,3.68,157
lo65Zfgn4lQZbbGJWdh1_A,2.63,8
zW6ZkumoG4I38TPdoeA5cQ,2.64,11
a29C6sg39V2HP_tq3m8nEw,2.17,6
hvcoyKJ3UXOPdV-r0PGbnQ,3.4,5
Lq6CDJ2yHmMs4N7jscQhHQ,3.41,519
0VYUal2MQs4VlUVgPYGaNg,3.17,46
4AAS4kuhCmjRmOYlXzfWPg,3.97,35
EqZl_lQdB3GVFHCoD7sOyg,3.95,41
_uh8g9rh4MtVEOnCEbqwnA,4.0,24
DLvH3Ck9R8fO_I89maDNIA,2.83,6
LCAfqk7MTuV-YU96DyFs9Q,5.0,3
5KDkchk7H2Q8HOvU3jrYbA,4.38,26
7P8jQqbkL_K6wqXSsIvzbA,2.67,3
co-K1EnK0yLhBtI369472A,3.75,67
xJ0IkUxRcnIiWAH7l8URJQ,4.04,116
8olFGseSTeb2BS6IyuhdUQ,3.75,8
skZlWeK3P63VtlXXAcQ9KA,3.41,78
IALHPP1RDtpXV9KnUM0EQQ,3.92,13
tFU2Js_nbIZOrnKfYJYBBg,3.99,2589
QTKxE50ib1MmBqpBDnrWsg,5.0,4
qarobAbxGSHI7ygf1f7a_Q,3.25,20
7nUMADNk1dUXOxhBy_al_Q,4.17,6
tqq9C3C0eTmfvknALy-0Hg,2.6,5
k1ZUGZjLybs_ggOtIEnLGQ,4.5,2
zIsBAFwo2ksynT2BdlhNhQ,4.1,70
MpMkOGrzCEGrO0-8yoib2w,4.31,35
pc02tYmojHP6CpGgdnCU1w,3.26,19
G9KKI4P4D9LiPkbTTZLXdA,2.83,107
seucL50Dvg0mpBriQLap5w,4.55,11
IPgqCGKLMc4HZ5KmDvL6tQ,2.57,7
CpFtg3XTTdhCsDlqmIOaHQ,4.44,41
MA0czhKN4y3W5huLd6unIg,4.79,141
pMcvw3YU0kHYe3XdC34sSA,4.43,14
3Wg1LVOommgixgqwk-gn8w,3.21,39
bjUBv7X4K-2w02g9fOcWYw,3.67,3
VkyEBbis8HpKRzVPIFX1cA,3.42,12
c_x7UrcW7XYNurR8Nkazcw,3.0,3
SXMFJo-4eB5YbhHYMCLYFA,3.5,2
jyx1FtmYIWtpjfatfDfYBg,3.86,14
gmWSXOysesNdp58WnwTA2Q,3.46,174
kOh8ZHf8CkFQCwyfDvVJTA,3.38,66
Fu-ske3UIS_d8w3A2gwE1Q,4.29,21
s27thKKjMDK6ekYJULh_Ig,2.87,15
RnAb3jj64-4CXqf8la7nmw,3.22,55
9TOZic931NktWjVGftktJQ,3.71,31
JeFDGdm4N8vHe2PnRHBBFQ,2.63,8
ECuEUiTvYfTpZNJ6wYinqw,2.33,3
mkLVdKIReJQicOT8a4O7YQ,3.19,27
z-XkqoIWGBlenJWDgSBPAg,4.0,29
ME8gcI4BXjmFq7zEMtk3ag,3.61,324
YzqpmUayG1dhUjkVe8V9Lw,2.5,10
At5QunMaG3ExLZYEWHZP3Q,3.7,319
6iXt4uyJ1hUO64Y-CTbPug,4.97,102
OpFSTvYREcZZ1ScB250Lbg,3.0,10
ytpQvy3hfZBklDYZESbKkg,4.91,23
u5Ku6RMmMG_LcpfpIWkHQw,3.17,6
KEopXGnfgw3ZxtsUmAfYrA,4.73,15
N0fszoLTP87BpuyI_DuTjQ,3.0,4
YGozXJnLSK4D8mDtbq2qyw,3.11,28
CcEpNRhwxyZVTKWXfYqvqg,4.0,4
yQNiT3CDHC5dRYgB2XX2uQ,3.14,7
U1OrMffyVeE2qbpNTrSSuA,4.0,1
qGuI5WK7-MVnPA6o2DGBAA,2.17,23
uF1m0Pwgh3-LwfImzzbiAw,3.5,2
R4nPqOjs-SwZ1gv3U5_LKQ,3.0,44
uYKwS-biARKgBkk5rY_PaQ,4.34,176
dulSoiZkwmlCRNUvCt7YqA,3.87,23
teRHDxzpaVBA_vR0mKoGxQ,4.28,25
5umhAoolDqO-M3w-VvSQZg,3.0,3
yPJFfglhMHAKciUpjTmgBg,3.9,170
-OPW-SzOLo98aCUUEVqK7w,3.5,4
dSoIpJngArTiFW7oIfeplw,4.14,21
8yfGLZ5ydLSvYA8dRAKjEA,4.45,11
uIkX8A6xyf9xmgqbiDvkiA,2.75,4
N-18zbUr2ueTVyxuEIb6uA,3.22,9
EQZXKGdQsrxTVH0T2bKflA,4.38,8
Rx-1jd5iQaOas3YdpC156Q,3.8,25
NYBx4sdSVrN-I5Q8RfLMPg,4.38,39
a7VUlMaB3PgeG5oDDAI1qw,2.58,12
iVtOE7_UGPsxiioGc034tQ,2.21,14
uePS5fkva1WQ38K-rqSVjg,2.0,3
nts2OALwvyvfNh9focRZ3w,3.43,352
Kw73p36_kwWMEMEHqlOKxQ,4.53,19
_qZfxjo5_npoJNmycYG7aA,4.5,4
YtKInZfDxvagVWpy2XxzJw,3.75,4
rYIguQoYebc3NuH6i6yqeg,4.07,71
O8H9ikB4MxegisuDa7imsw,3.74,34
I7cItiwL8NOPM45ipSf1QA,2.33,27
Fa-zUFfIMIke1QLeeWT_6g,3.67,12
_uxcGC8YbHH2kJgXT2CxZw,2.63,19
vpAvqlV2uWbwVd3TSPwQQQ,1.75,4
HInwbp5-mlHseWLSyCAxKg,3.76,17
qAUlQG06dXVh2CS1fHxncQ,3.66,167
SvdlC39JGPI_Tj3pS0ruzw,2.0,2
370ufbOwLh5HEwtHiE5e6A,4.6,50
UBDBDZxp1LuaHdFezDPQ_w,4.69,211
FrjW5L9CNstkFyK9TcDZRQ,4.17,23
Bj24PubijBtxMRCgCmt8CA,2.72,29
Gv3ivlNN44OJbb1KxVAPRQ,4.17,18
kSHZ5q1pBy9VpH7VvVrG8A,3.17,18
G56TlssnPG0FQuA2PV7hXg,2.26,42
fl3zNyk-m_B9NCgIcvJNiQ,1.67,6
oyxtTTQFGwCTkDrXAAPELw,4.0,3
A-y20kJLEs-FE7g_idjbPw,3.76,45
z5CwyvKLt88rmWMG-H6MoQ,3.14,7
RUGgDOtJlG19Tc6urVVL9Q,4.2,5
cNGI_5GbfNFbZBMQZ-s-UQ,4.1,60
TH8fAgthGkpAHR5WZKnKTw,3.43,21
xdZCDgyGmwaz_rWbZ0SKAw,3.81,21
uKZL5Rf1vVSabl9BUd_8tg,4.0,5
oGbZzfmojzpPGClN1xl8_w,2.4,5
dRSs6fSLY_DQTWOeo09Thw,3.11,9
--BlvDO_RG2yElKu9XA1_g,3.88,94
nTtHXkGVjBrE1Eez-mT3aA,2.62,21
y4mfdcHvfYSDOxVRL3QjQg,5.0,8
6aL56OOjoKmYlCkdfQcIMQ,2.92,61
pzJCv-ixgSL_z-46F74XrA,2.18,11
qbRiu4CuCY-8ASbI5ESopg,3.4,5
FTpcA7yGp-qo2UxuqW0UDg,4.33,3
Y04chCG7J-yJ6ucEZ26IGA,2.55,11
shbWVq-_FLspi3yUlSSrGg,3.69,32
zDZG-JLtGxRnunCY9jaERQ,3.38,29
hvVckRvOa814ry8q8WGwOg,2.5,4
dV9tpwBqR69rDGc2ZddhCg,4.33,6
Pwe2iF1ZWnh3lx1kPbzY1A,4.19,27
CZUiEakZDws8tKrJ_8ArcQ,2.86,7
IWA1J9m0rzU8AgXRjXJUoQ,3.19,90
gl4T1-8baLVWGVvBkka3WQ,3.29,34
z4KFTJQsAdxqMZA7Fx0A9A,3.28,137
UNaHbKfrtOJe5xv5IMbvPg,2.63,8
Ok0w4wOb_hkA3Gwd7c7HTg,4.2,5
rKJfdpky5d8al-V6GPSP5A,3.45,31
BESmH-lmMm34_EefL8X9fQ,4.16,243
q8Dwnlwr3-HlmtgG9QY4Yg,4.5,2
akWTJZjDWCQN_eb4LaRtXw,4.67,9
gYP-NT-Exxql1mBludD9UQ,3.57,7
_WLYW4vzknVRGiVJBUy8oQ,3.82,50
3MZhgq2vZ_MEDmAd6WfQtw,2.0,3
hDAIq50U0yPwwo9oLbec5Q,2.8,5
rKe_bNOK1VlSbO-A6m0gvw,1.67,3
ECMKdd1A5779wrLhbVtCvw,4.21,14
_pmjqKf9iZ6zLPCiLoClYg,5.0,2
8yAXQYefsY2g7aP3dgkN-Q,4.5,4
9YTucQlE-xeIt3Gu6y_pCQ,2.87,23
2ar68zdqndeXe3mTO0ZZRQ,2.83,6
RpCqhpaZ3qm4X97NTvJJDA,4.75,8
gapBHDKvcnkUzCtl6CtkRw,2.94,16
Z0evoKfI4VionxWjV7mtVw,3.33,3
v8pxePdOuJIDngcdZqfy_A,3.52,80
BJfjd8oEMW_zq8KTkixyig,3.38,91
p1sX2UVxEjPzd92LtP3c4g,4.18,74
ykdfsNFKmsNDgAm-WjDlHw,4.0,3
RtXNB9vscyXKQL0hAVuEHw,2.93,28
jYtU-YTynMjgLRi2pYMwiA,3.0,6
Q_7td1MchVjmjKvwE7xMaQ,3.4,20
MvFdtPFj4c-kPJ3ZyDh5Qw,3.26,27
4Wh3iGYkum6_4YZQTgw41Q,2.83,12
ZbO0F9iNfBys64GGK0cssw,4.5,4
EuDEpojb76ygJ5ZEuP0oig,5.0,1
z7wUzllCnzHVuNzMQw43Hw,3.7,117
qkhzmBKShH9QQwh16hMxQw,3.33,18
N395pu8h3TeYbqe5PCLGEQ,2.36,11
h2ewvzx8enIwYhNbtIpcZw,2.71,7
eCuQ6JHogw4oOfgOG7nPgA,2.14,14
7aS0iFpab3XHFQrRGMOKXw,3.72,127
tKIM1hF68ClB4zOI4X7N8g,3.11,9
BYzpVx73bjRWkdGMe_bx7A,3.6,5
VwImfQqQfbUuUaj4aCN1rA,4.16,19
X6kiOY9Ki8KXZjVHLro05w,3.14,29
hrOsdyai-9B91cGjBspHqw,3.72,68
uhxcmHsXI08b4wWs_zzVMg,3.17,35
FCcFT610nQBVcRdY-devQA,4.02,226
UPerWUkeCPGI54HhwyzLxA,3.57,7
fLxMEtOihwvVmhmQrvT7BA,4.69,29
urn77qGjsRF3lGd6GdQu7A,4.33,15
G9It4s0uCD11WXEbqBpWmA,3.58,74
aKNy4pieaYnobWZDExPd9Q,3.0,7
kl0g2sIn6bklgN9qilCkMA,5.0,2
gTM_ywCE5vN-C0Zaod1aHw,4.5,4
3NHzTek_YH0XXdjfhkogwg,2.67,3
ZniYUcAEcI_n8yxz_2Z1Dw,3.63,129
Dm5K0Zvw8mqrps-jFjgIaw,3.85,27
wT0L6ZyFjq3CQKYqENvC3g,3.22,87
w14UHRCdBWDTBhWoRq1emw,3.17,60
5HhX4bSsIhbeuDoGTqEcgg,4.0,20
9bW0DCsSH-fbf0YSeSu31g,3.0,18
qy8EKF7IXGe65_wglj4AgQ,4.56,61
o8AzV5cBGkuzw_QGs0iVJw,4.06,16
ykKSshfa9ANCZCuvM2LaWg,3.4,117
P0gOrXgNWmcUZ5WH-wrfyg,3.81,155
n-XTO7I2o2h06o-vyjtYfg,4.29,70
5CGT-eGqL2zECmQpM9wPbw,3.39,75
lzVQS4G7SDYx39h-iRxidg,4.42,12
mecB3j7FRtjP-xtSx10jDw,4.17,6
AcYJ6qYKY_46qE5zabJP0w,3.56,85
K3BytBBhK5PLmDP0sE8Pkg,4.17,6
9s6z7y_EYZylzEKfCmGvig,4.89,9
5XU8ys_TsulI-FJ5nzuNvg,3.88,115
X7VdashktoAExx5ksEBLXQ,3.33,9
mT-tJLrHzasWHwUzOAxsTA,3.73,66
vExZVaP_FNWDaY_Bv6YuXA,3.73,11
5wY6cwL3jrAHLdj_ZW361w,4.4,5
FT5dJ98SYbGE4ULtKVkW1A,3.04,28
2ZnCITVa0abGce4gZ6RhIw,3.57,7
JcYf2kgpAgkpWq_7lf6I4Q,2.25,4
jf4RUa9EQO37hqxRCxbEXQ,3.75,140
08Z2A6u4kmaAZYeecwA4qw,4.94,18
xITuX-oULpHAqHBPqFlCJA,4.0,5
FcM3VBTSDcJh4fykOpQP5A,4.02,49
JHH_izscXkz4L_vhSWgj1Q,4.0,9
wpUhxNougI56EpVp5zutfw,3.33,30
_SEXb8Q6KIGAR7VlWBGKmg,4.19,16
SK04ABcwoEtvIZ3VOZccPw,3.75,40
KDfmJTIG-z6W6cl4YC-WDA,3.24,59
7QyBU6vqp1R9JnZYfPtNPQ,3.2,59
9NIHay196mpHRJ4gwqL0cg,4.0,2
MoX-AGP4AksEQC8CIQA-dQ,3.88,8
G5flQ7qs-jCS9xBWTJRtLw,3.38,8
7SWrrbSHL1DDTq2HK6K-Yw,4.2,5
SsgLO6QvVEH6HGJ5fntgNg,4.08,26
0dU-oiiYkWGT_Jwo18_Z7g,2.16,43
wH_kpDuTE6ChDAp5AlMfJA,3.47,136
Gf9HbiraKNZpxbxwScHBVw,3.7,23
shA3pC1JuAkXl28_LVcp7w,2.87,39
mpcOh0HzArc52cZVWQSnCg,3.65,20
pvof9qUIdqHzGwRUalw-dw,4.55,11
FI4ns6iR4ZrhoaYjITf-Mg,3.53,32
GAqqXsPS7wBgs5FuoXmKTA,3.33,78
9_HsCjEELmey18A-gTzZKw,3.55,303
dB4i2IfkS4Kvs6ILTTDEkw,4.27,11
XUyxdt8Nt9IvgpMrCTG6Hw,3.67,3
blCfjLUecYBuKJMBtmAqfw,3.82,11
daTyCanthPyTq6f7YEwvQA,5.0,3
tlbDEz7YHDo4diBKf8cynQ,4.25,4
0WhQ8juXQ7CwbuHGKTsFJw,4.33,6
KramfptRWKyQOm672d-w4Q,4.22,9
qraQm1EvLa3JGykqEMAr8g,3.44,52
taoabZMEW_q1ZUmt1iPq3w,3.29,31
PQWrBAXEVtC5Q9eqdyl87w,3.11,9
idjcsOi4BwxJuOu0MMNqRQ,4.62,13
hbuwR68NmVSe1yst6Mictw,3.33,6
jHAfKpTlY1LdpM_QgJO2yQ,3.0,19
COqwMgUFpzanzWmK5feE8w,4.67,6
yh2RW-YeoqjIO4Y4Cwz9bQ,4.3,23
Q5NEYfn5ATd4avkjrq89dA,3.87,31
i9xmoc3CRotbK1OZKm0TnQ,4.08,12
apjUK1BbswSKo5jZMuwq7A,4.25,4
PZ4e4vDjzthBlOb4GphTwQ,3.69,39
ea1oDRrNCpEFGeAPmwgbiw,4.17,12
OkW26vrP7Qb4BOuOpj909w,3.67,3
UFxW6456E2PRt6UadgY7rg,4.36,58
BdDmayuzP7MmzC_-4n5WOA,4.75,4
YBgVpwjdYtEyoW4Tf70qqg,3.67,3
9D4PMia-8WqCYXnr7TM0Pw,4.41,17
_9YyclQi9o9EalWKM8MG0g,4.22,110
T6hYDhIZAzPW98_OEbqOSw,4.32,128
O5sdmXByyoXYTFODjn7dAw,5.0,3
BXnIedddKEcfuDAm4_7yXQ,4.67,6
IMeT6UiKmbFFf7hszj9uIA,4.45,29
eWbC_7Rn5HDjEx-Y8CJXuw,3.08,24
W6QLszaazEoEOAc10UqtQA,2.25,4
ztbfJ6kQ4O_hZqhDHAhVPw,2.17,6
KHVjjav0MJ7qxK9J4FOZPg,3.88,41
Mw_pW3aKINhXAi5bJvWCRg,4.45,38
MnoF8A3UAghzXKSunNSn2Q,2.8,46
oXjSr8nzPHBNikSNCVtQnA,4.25,12
09r7xwM1OTEM2hnAM8WPFA,3.0,42
TuCAYZ89lP_s6D7Y78xNhQ,3.61,164
hw7B402dB-d3HxdKc8iNQA,3.56,32
HB_GJUe69IvS_0c-ld7DxA,3.5,6
6q1-3EtHXk2bFyANIxA11g,3.12,33
fjaQ3Ixkofh8xGhklUtDnA,4.04,348
bdX40KqK9GJjqFKJMv5reA,2.5,4
FL_wAxPmBnZHVAXBNPOFRw,2.2,5
W1VM_sPrfc48AIS_bvRh8w,4.17,6
KOqC1mMpvPLpCScnDwrbng,3.86,7
MJTds5mMqXEzYFI1TDCA8Q,3.69,16
vwAvFkrB9459ucTugR7rKw,3.12,33
6wgO8xpP4kozBfJ-7Co-FQ,3.43,7
k1A8pNspBPinGDivxkuDSA,3.5,8
1IvmXbY5CjNf6pD9tpUmjg,2.0,3
nLL0sjLdZ13YdvhXKyss7A,4.29,31
HtOr8cabgigirtDkN-oBcQ,3.5,22
51qNc8sg9kCD5GEJ3TUrrw,3.5,2
lRzoAhDhcyCeOGrWntXqsw,3.11,9
2AprIOXe5TGPBuTLzxCodQ,4.29,38
xG7wiKZC0Yu_ZpZtnLC91Q,2.46,13
y8LLDfHfqBjjawjfHfAzTg,4.5,163
EW9LIn-95GfUi1A7oGzCqA,2.0,4
5XRFn6Ah9gJ_g2RpvNPJTg,4.0,4
APxpGV0LvfJ1fEsKAnGymQ,4.5,28
5nws-cXSlaCAGoGZ37bQGg,2.7,61
iTBQsH-YU2RwrCP_Gaudeg,3.63,16
TW44bipmQ5fCYbA2D2sajw,2.5,26
QVMpwcjWzC01q_wZDI07cw,4.74,53
SAU9NDWNuR0Jvgx38T8wsA,3.93,183
Hj3iyldLJg4JcyelJPnQag,3.13,31
IzSXqxIto8XZb70oW3tagg,4.14,63
rEZwXREmDpqDigTNdeHt8w,4.56,27
fON48rwmABedlUu0DWVEiA,3.55,49
HrFJI2fVrHkcnp3cjYlH2w,2.88,8
ckUOdIfdL9Hl5FJy5VS60g,3.67,64
YcDmBScHtp9-hrJkpzpfHA,3.29,7
zI9jtvCdSwIRwtY8qGdMpg,1.83,6
OIz-ANecBe-GOZVZZUHSXA,4.37,67
gWZMV5q8CSp8K5tZcMokCA,3.2,41
XCrxseLkWGoAoyN3iKD71g,4.08,12
MvMlUB2aTzeKCxaIjOHY5Q,4.0,5
6Tv28Sx8wKRku3v_WtSLiA,4.21,14
6X01fXVzhCght4ZJ9Ei2JQ,3.76,366
sphMxGkYY5OR7uleFxk_WQ,4.3,212
CF_uNwPdMXsISYid2znLqA,3.88,32
0ug7k83UJlOOkiFMcLWjNQ,4.0,3
LNKB78TUzG7T4EAe2CzKQw,3.58,76
cIqO_kKJUABxTtwqWjTmzg,3.2,10
s-OomSmBbKJnAkPvCuXFgA,3.51,67
yuS1qDTkido8zUFrfj8O0g,3.2,5
KH42R77PP1kI-B3TiGQr2A,3.82,11
qjmCVYkwP-HDa35jwYucbQ,3.98,704
5wnfh9DHIMaaEIIVAzhhIA,4.36,11
uR96BDuI8YR7gqbc-Ncg9A,4.28,124
bZcqORBnVApUA2-SEn7VEQ,1.83,6
LytBuuKRUgMqBNYEopUsXQ,3.31,84
YXpgPXZNzjJlyUKR3yht3g,1.0,1
cuLVubarNFQ7VjpT5k7DEQ,4.05,37
jJlOPkv4Xl6vxNzr51fnYw,4.0,254
ou8euSD3SfjF2Az9PT7ezQ,4.67,3
gfE3L51Hdd929VXm1zEexw,3.16,25
0QTn4pMzKv1mnQifcP9YoQ,3.27,131
24OmQWFTnbfGv-e8GyEMAw,3.79,174
IsMn-rOa5tgwmivCCehNkA,5.0,6
NKyOOV0iOQt1l892IzJfpg,3.8,10
mXHBxHrAJPnPWnm_OKuZTQ,2.33,18
ynKz0tvG0ctSZB8qX08MbQ,2.89,9
3zH5Epow76puvMvHVpmm4w,1.89,36
PSFWA3pgyB0-uE6hG2GXAQ,3.38,63
nOel1jHjp5CW98mPOdt9Yw,3.62,13
tGx7BSyqWDeppMvt2aQw_A,3.8,85
iwG9W9RXf1kXh6KwGP7C7A,4.71,7
6gugg5XY66ukGewmOptSKw,3.2,122
SZTRq_zknfhNyZXv_VOf1g,2.5,4
wg870AhKFZmwZoOwzylIMA,2.75,4
UFdWsJOT3Zzy4AxFXavgqg,4.5,2
SyRxdp5n7wUYgauZKGJmrg,4.67,6
S_6RplvXDrAoHkBGqOp1bw,3.5,4
NGILhbY8zh_wACzUDQFbCQ,4.19,26
KFj-E9_30TMy0Ryq3NBEHA,3.29,159
dKe3N7pvs5lr0J1uGO45bg,3.8,15
ZBG0wAGUl2Kqj3UbqiXo2A,4.2,20
1pfZv9dYlV7roNhcp7_PJw,4.26,57
hsOnzcy8mFbUvIWFC1agoQ,2.87,39
3wkH1sL4tojmaveP1jNiIA,4.79,14
pM4RA9OXTsJn7cR9ilsmQA,2.71,7
L9ANG1S2a-ap3FDASsyNgw,2.38,8
g9xm7b1MfPxViRdyN6Vtjw,2.96,51
-odtOcgPKHqe89XZSVUAwA,4.22,18
poIYA9pJYGOxsCIyZwmPVw,3.58,12
j9g--_irBzX0cwX0fu3v_A,3.25,24
_BrLcaVzE6GqBilwmdQOfg,4.0,77
ETOGvgNQ_dNEMpphStXlPQ,5.0,10
ET9F32B8mz3q8lNmtDMlcQ,3.08,143
KRW_MPr8TCZhar5UaM8hmg,2.67,3
7mNPyQJYtIR26Y4KQa2g1Q,1.78,9
CWeOGBZpSqbtT1W7cdT4DA,4.2,5
_C9P5NuoOEMP5sSqDdHEJA,3.29,7
RLRHRO25ptrVn26DDw83qg,3.3,37
UTesNnnvWlUtxoK_etQt8A,3.83,18
mJGkX8Qmqwn4bohQ1XDMEA,4.2,5
kUvJiI7teJ--m5i1ReG58w,4.29,38
8P_GOw4u9EumQR1yZTxI8w,4.67,3
l-gU37t21eCm_UU7XGU-8g,3.0,8
GwxCl1eT1lrC-PqtHTSObg,3.88,42
Q2FaJ3zB6ZuGgvqUqhdc_w,4.05,160
McikHxxEqZ2X0joaRNKlaw,3.35,113
LoJpgBhfKhRUIAWSeJHWrQ,4.8,5
UU2O07FFVGm-oNDcy5aUjQ,3.5,4
usO0GycVQPwfaIMEuPPiFg,4.14,22
h2VtyNdh32eyEN44T5kqPw,4.0,3
oHoY4vX_wqnXHGLDhviveA,4.5,2
b319NpJDGTzRYrWnaTciiQ,2.6,15
jphuU3ttPugYr0lTBxtp_A,3.31,144
8q6a5_rWBL8BNimvtZ0a-g,3.4,15
Znrhf-sxuxZ8iT4rJd59jQ,4.0,5
q10Lok3-M66eM67IV01m5g,4.5,4
-qv60txNVfg5pJ0b0w-QJw,4.44,32
1jIgjQegBUeMQ9AcW6sBaA,2.57,7
m4dsORRhBW_AxSEh_EXrSg,3.87,15
-0D_CYhlD2ILkmLR0pBmnA,4.38,8
bCkHAoryCDSDFbOeihkgUQ,3.11,9
b6CMJL6hWZ2blWK7t0NJUw,4.6,80
gn5wC5MV28nF1LbkyMUamQ,3.46,13
tIrqvnJ4QHABksiDgWnY3Q,3.75,4
PMRhNmJmHjugB9NXgn5mug,2.88,8
0FL85lRTZpc1I6HbfnqKuQ,4.67,3
r1sisynnBLFM5TORpher8g,2.78,23
fI9ndlXG0DWvlvP4_YfC9A,4.4,5
w7MdnHM3JPMgRw_sXj1EQg,3.31,29
JsSecQGb8Ru9Xj9AUnV37A,4.01,189
WjuoFRMiEtrhoNK47ey8LA,4.32,22
_c98YKUKcD43F7oAPefM8A,3.69,13
SaIWjv5wG7DIdTgJzGNyXg,3.73,15
jsENu6YLygHA5Z-Vc7Ku2A,2.72,39
Pb9cj71KFAFpffzgzIUPCQ,3.86,7
LQbzGUOXOxYqAWInQ1terw,2.71,14
2ieS2VTBVOahX9SFoVtSww,3.75,24
sOvmVhQqKqJus67S10jw0g,3.5,2
BITOIhndla5OfxdqAWwYEg,3.68,41
1ph8PZjCMXdui-RCC3v-fA,3.59,29
J1UcYfDS-YjBNesfzptKaw,4.0,23
nRzZac3LVgANpKPkDs4LSQ,4.13,47
BD7P8wgQdj6Ekcz1FDKc1Q,4.55,11
JyldCiKvK1m72VS6tuC_Qg,3.79,28
Fc7OrZXf4Welvt9TJ7K-sg,3.69,121
6uqzV9LXu912KixFl36vbQ,3.32,74
FuqWdD44gYFhofESN6JD1A,3.45,86
wDUDU5CvOroXLe3hHdOgNA,4.12,17
BpEFRLfOIpwd06y-xEm88w,2.71,14
n87ZF6btSU6Tmoq4AeGDiQ,3.0,4
ejcnzdNMYQpohnnhLPLtLw,2.75,8
ECbznso003XMWuS5jfClyw,2.94,31
rIySoGqQ4trrrOsagcDB5Q,2.88,8
iohzAkFe7wrcpRNagpAmbQ,3.9,39
Y-5knOy4atrpy-TJU7gEfQ,3.35,37
PeQ3gtLHAg9ov0YuM-m21A,3.8,178
GMkgJsA2Jg6kTnOzF5Rf8Q,2.64,14
qOqdQ_PuG8z9uTTImQC8Gg,3.77,31
1W-Rb4ZIs3JA2kRKyZ8O9w,3.67,9
O-NqppZZm1rQGmq3ncBPBw,4.43,7
NG6A1dF_kEpvv7yCbDyOXw,2.75,4
-GF267VCCEZ7es8pnKxRoA,1.92,12
sZ4uYs99km644ZMR1TO76A,2.67,3
c11BDf4LF6-d0XR14LX9CQ,3.62,37
A3KyrvpzoZHyud6fDRcEHA,4.6,5
1f_DXcxpAKfILKK6cDPLxQ,3.7,20
gqieCffMWjRTRIqdeXcvXQ,3.0,8
UCEAhciqe8avW1N-bWJ32g,4.16,210
vDEC5kHgtjkqyuZAZrSuMA,4.04,239
YNQgak-ZLtYJQxlDwN-qIg,3.67,2876
7xrdf_JJSbswG8hxChJ-KA,3.33,3
33jDargtOWQ_mI5buxr5IQ,3.57,14
tM0kAQYli0O0qUrm-jHVDg,4.09,33
hnw-5xX7i4C1po5X9i686Q,4.0,3
7aOn01a0r90wiW1LSr95Aw,3.43,269
mxzJE55p9cRvi2T8VKzBXw,3.67,15
UD0zvmqyefhV0O0PCJ_qJw,4.1,39
Zsk4RTLdjZ3X_dp-hV9J6A,3.33,3
E0rdhUQQ2VjBcNb8AeRbdg,4.0,9
dM1UPPgeQFczXxCwnTJK-w,3.56,9
yzBoMPmk52moRdvPJsuzCw,4.0,6
Kh7cW1rcbxzsgTzAfqEcGw,4.62,241
Aicnm12Zped8nQFXyRRFvw,4.01,89
4fZtwMekeFdChOBQizz8Fg,4.0,1
O9ro4MvZ7LDQC76zLEg7AQ,2.5,36
ExjZ-Q_8hejt5S43ycbkFw,3.62,21
4tATdfQafdn2CBzxKQxVqw,3.5,2
CHdYr5JJUC3BR8FrMp4jNA,3.48,25
LmUsz1BW611QEtlAmUQigg,3.08,12
hFm60FnwvZJQXEVeEtUuaw,2.0,1
Vftul7AoxYR1Fvdj2YAzEA,3.1,10
wuudosx7qqxJgLr8wer8NQ,2.2,5
sH17KGxbMVrlr66n92Qh8g,2.64,11
OZZjgwmc0ijdGN-IMYBzhg,2.29,7
7QeXmpR5gphG5mLJuAUy8g,3.55,76
oDLE8X_tZsBIZBCaJYt_5w,3.23,31
58HvoHMI1ZbgQoonPWHXsw,3.45,11
y5F3GzoHINR3hCdyHfN4Kw,5.0,4
eZYlXKdQofwynt5tDcVqdQ,4.5,10
TCX33pPlZzWKkqLG07wvUg,3.88,119
sxQiL_xBP0AuTWVWEQ9Lzg,3.78,18
P3V1sCnNIyQVMDVUz30XYg,4.0,4
0P0XckSv_2_ZNKoYlhT4Gw,3.1,10
SsThJPCbJYsWr5ZOpuzk6g,3.88,8
-tCiAYMimz6yQaaXiK7e6Q,3.05,61
