business_id,avg_ratings,counts
gmWSXOysesNdp58WnwTA2Q,3.41,130
kOh8ZHf8CkFQCwyfDvVJTA,3.32,56
Fu-ske3UIS_d8w3A2gwE1Q,4.53,15
s27thKKjMDK6ekYJULh_Ig,2.67,9
RnAb3jj64-4CXqf8la7nmw,3.39,41
9TOZic931NktWjVGftktJQ,3.53,19
JeFDGdm4N8vHe2PnRHBBFQ,2.0,6
ECuEUiTvYfTpZNJ6wYinqw,2.0,1
mkLVdKIReJQicOT8a4O7YQ,3.3,20
z-XkqoIWGBlenJWDgSBPAg,4.08,24
ME8gcI4BXjmFq7zEMtk3ag,3.58,233
YzqpmUayG1dhUjkVe8V9Lw,2.14,7
At5QunMaG3ExLZYEWHZP3Q,3.73,248
6iXt4uyJ1hUO64Y-CTbPug,4.97,71
OpFSTvYREcZZ1ScB250Lbg,3.13,8
ytpQvy3hfZBklDYZESbKkg,4.89,18
u5Ku6RMmMG_LcpfpIWkHQw,3.17,6
KEopXGnfgw3ZxtsUmAfYrA,4.75,12
N0fszoLTP87BpuyI_DuTjQ,3.0,2
YGozXJnLSK4D8mDtbq2qyw,3.13,24
CcEpNRhwxyZVTKWXfYqvqg,4.0,4
yQNiT3CDHC5dRYgB2XX2uQ,2.6,5
U1OrMffyVeE2qbpNTrSSuA,4.0,1
qGuI5WK7-MVnPA6o2DGBAA,2.19,21
uF1m0Pwgh3-LwfImzzbiAw,4.0,1
R4nPqOjs-SwZ1gv3U5_LKQ,3.19,32
uYKwS-biARKgBkk5rY_PaQ,4.37,138
dulSoiZkwmlCRNUvCt7YqA,3.94,16
teRHDxzpaVBA_vR0mKoGxQ,4.14,21
5umhAoolDqO-M3w-VvSQZg,3.0,2
yPJFfglhMHAKciUpjTmgBg,3.87,126
-OPW-SzOLo98aCUUEVqK7w,3.33,3
dSoIpJngArTiFW7oIfeplw,4.11,18
8yfGLZ5ydLSvYA8dRAKjEA,4.44,9
uIkX8A6xyf9xmgqbiDvkiA,2.75,4
N-18zbUr2ueTVyxuEIb6uA,3.25,8
EQZXKGdQsrxTVH0T2bKflA,4.0,5
Rx-1jd5iQaOas3YdpC156Q,3.68,19
NYBx4sdSVrN-I5Q8RfLMPg,4.39,33
a7VUlMaB3PgeG5oDDAI1qw,2.6,10
iVtOE7_UGPsxiioGc034tQ,2.08,13
uePS5fkva1WQ38K-rqSVjg,2.0,3
SZ9JuY-zD0SIrBS1b9Isyg,4.17,6
Kw73p36_kwWMEMEHqlOKxQ,4.65,17
_qZfxjo5_npoJNmycYG7aA,4.67,3
YtKInZfDxvagVWpy2XxzJw,3.75,4
rYIguQoYebc3NuH6i6yqeg,4.0,48
O8H9ikB4MxegisuDa7imsw,3.88,24
I7cItiwL8NOPM45ipSf1QA,2.33,21
Fa-zUFfIMIke1QLeeWT_6g,3.64,11
_uxcGC8YbHH2kJgXT2CxZw,2.71,14
vpAvqlV2uWbwVd3TSPwQQQ,1.67,3
HInwbp5-mlHseWLSyCAxKg,3.42,12
qAUlQG06dXVh2CS1fHxncQ,3.63,121
SvdlC39JGPI_Tj3pS0ruzw,2.0,2
370ufbOwLh5HEwtHiE5e6A,4.8,35
UBDBDZxp1LuaHdFezDPQ_w,4.69,166
FrjW5L9CNstkFyK9TcDZRQ,4.35,17
Bj24PubijBtxMRCgCmt8CA,2.73,22
Gv3ivlNN44OJbb1KxVAPRQ,4.27,15
kSHZ5q1pBy9VpH7VvVrG8A,3.0,14
G56TlssnPG0FQuA2PV7hXg,2.5,32
fl3zNyk-m_B9NCgIcvJNiQ,2.0,4
3E_toMWSUCuhRJzG1eml8Q,3.62,65
A-y20kJLEs-FE7g_idjbPw,3.75,32
z5CwyvKLt88rmWMG-H6MoQ,3.17,6
RUGgDOtJlG19Tc6urVVL9Q,4.33,3
cNGI_5GbfNFbZBMQZ-s-UQ,4.18,50
TH8fAgthGkpAHR5WZKnKTw,3.44,18
xdZCDgyGmwaz_rWbZ0SKAw,3.64,14
uKZL5Rf1vVSabl9BUd_8tg,3.75,4
oGbZzfmojzpPGClN1xl8_w,2.0,1
dRSs6fSLY_DQTWOeo09Thw,2.86,7
--BlvDO_RG2yElKu9XA1_g,3.82,71
fWdfH6AceVA1C6PJjk9tFg,3.24,25
6aL56OOjoKmYlCkdfQcIMQ,2.98,43
pzJCv-ixgSL_z-46F74XrA,2.25,8
qbRiu4CuCY-8ASbI5ESopg,3.4,5
FTpcA7yGp-qo2UxuqW0UDg,4.33,3
Y04chCG7J-yJ6ucEZ26IGA,2.88,8
shbWVq-_FLspi3yUlSSrGg,3.72,25
zDZG-JLtGxRnunCY9jaERQ,3.11,18
hvVckRvOa814ry8q8WGwOg,3.0,3
dV9tpwBqR69rDGc2ZddhCg,4.2,5
Pwe2iF1ZWnh3lx1kPbzY1A,4.05,20
CZUiEakZDws8tKrJ_8ArcQ,3.0,5
IWA1J9m0rzU8AgXRjXJUoQ,3.24,71
gl4T1-8baLVWGVvBkka3WQ,3.38,26
z4KFTJQsAdxqMZA7Fx0A9A,3.38,107
UNaHbKfrtOJe5xv5IMbvPg,2.57,7
Ok0w4wOb_hkA3Gwd7c7HTg,4.2,5
rKJfdpky5d8al-V6GPSP5A,3.44,27
BESmH-lmMm34_EefL8X9fQ,4.21,191
q8Dwnlwr3-HlmtgG9QY4Yg,4.0,1
akWTJZjDWCQN_eb4LaRtXw,4.6,5
gYP-NT-Exxql1mBludD9UQ,3.33,6
_WLYW4vzknVRGiVJBUy8oQ,3.82,34
hDAIq50U0yPwwo9oLbec5Q,3.0,3
rKe_bNOK1VlSbO-A6m0gvw,1.67,3
ECMKdd1A5779wrLhbVtCvw,4.17,12
_pmjqKf9iZ6zLPCiLoClYg,5.0,1
8yAXQYefsY2g7aP3dgkN-Q,5.0,1
9YTucQlE-xeIt3Gu6y_pCQ,2.71,21
2ar68zdqndeXe3mTO0ZZRQ,2.75,4
RpCqhpaZ3qm4X97NTvJJDA,4.75,8
gapBHDKvcnkUzCtl6CtkRw,3.0,10
v8pxePdOuJIDngcdZqfy_A,3.47,66
BJfjd8oEMW_zq8KTkixyig,3.38,65
p1sX2UVxEjPzd92LtP3c4g,4.14,58
ykdfsNFKmsNDgAm-WjDlHw,4.0,2
RtXNB9vscyXKQL0hAVuEHw,2.8,20
jYtU-YTynMjgLRi2pYMwiA,2.8,5
Q_7td1MchVjmjKvwE7xMaQ,3.29,14
MvFdtPFj4c-kPJ3ZyDh5Qw,3.22,18
4Wh3iGYkum6_4YZQTgw41Q,2.33,9
ZbO0F9iNfBys64GGK0cssw,4.67,3
EuDEpojb76ygJ5ZEuP0oig,5.0,1
z7wUzllCnzHVuNzMQw43Hw,3.75,83
7CPXpYnv7rkqtUkWrXmRJA,2.88,8
h2ewvzx8enIwYhNbtIpcZw,3.2,5
eCuQ6JHogw4oOfgOG7nPgA,2.17,12
7aS0iFpab3XHFQrRGMOKXw,3.58,90
tKIM1hF68ClB4zOI4X7N8g,3.14,7
BYzpVx73bjRWkdGMe_bx7A,3.67,3
VwImfQqQfbUuUaj4aCN1rA,4.13,15
X6kiOY9Ki8KXZjVHLro05w,3.24,21
hrOsdyai-9B91cGjBspHqw,3.63,48
uhxcmHsXI08b4wWs_zzVMg,3.18,22
FCcFT610nQBVcRdY-devQA,4.02,170
UPerWUkeCPGI54HhwyzLxA,3.67,6
fLxMEtOihwvVmhmQrvT7BA,4.77,26
urn77qGjsRF3lGd6GdQu7A,4.46,13
G9It4s0uCD11WXEbqBpWmA,3.58,62
aKNy4pieaYnobWZDExPd9Q,3.0,4
kl0g2sIn6bklgN9qilCkMA,5.0,2
gTM_ywCE5vN-C0Zaod1aHw,4.5,2
3NHzTek_YH0XXdjfhkogwg,2.67,3
ZniYUcAEcI_n8yxz_2Z1Dw,3.54,100
Dm5K0Zvw8mqrps-jFjgIaw,3.75,24
wT0L6ZyFjq3CQKYqENvC3g,3.35,63
w14UHRCdBWDTBhWoRq1emw,3.11,45
5HhX4bSsIhbeuDoGTqEcgg,3.81,16
9bW0DCsSH-fbf0YSeSu31g,2.63,8
qy8EKF7IXGe65_wglj4AgQ,4.49,43
o8AzV5cBGkuzw_QGs0iVJw,3.85,13
ykKSshfa9ANCZCuvM2LaWg,3.44,89
P0gOrXgNWmcUZ5WH-wrfyg,3.75,120
n-XTO7I2o2h06o-vyjtYfg,4.25,55
5CGT-eGqL2zECmQpM9wPbw,3.43,49
lzVQS4G7SDYx39h-iRxidg,4.44,9
mecB3j7FRtjP-xtSx10jDw,4.2,5
AcYJ6qYKY_46qE5zabJP0w,3.57,61
K3BytBBhK5PLmDP0sE8Pkg,4.0,4
9s6z7y_EYZylzEKfCmGvig,4.86,7
5XU8ys_TsulI-FJ5nzuNvg,3.82,83
X7VdashktoAExx5ksEBLXQ,3.0,5
mT-tJLrHzasWHwUzOAxsTA,3.85,53
vExZVaP_FNWDaY_Bv6YuXA,3.73,11
5wY6cwL3jrAHLdj_ZW361w,4.4,5
FT5dJ98SYbGE4ULtKVkW1A,3.0,17
2ZnCITVa0abGce4gZ6RhIw,3.67,6
JcYf2kgpAgkpWq_7lf6I4Q,3.0,2
jf4RUa9EQO37hqxRCxbEXQ,3.72,106
xITuX-oULpHAqHBPqFlCJA,4.0,3
FcM3VBTSDcJh4fykOpQP5A,4.03,39
JHH_izscXkz4L_vhSWgj1Q,4.14,7
wpUhxNougI56EpVp5zutfw,3.36,22
_SEXb8Q6KIGAR7VlWBGKmg,4.17,12
SK04ABcwoEtvIZ3VOZccPw,3.75,32
KDfmJTIG-z6W6cl4YC-WDA,3.23,47
7QyBU6vqp1R9JnZYfPtNPQ,3.23,44
9NIHay196mpHRJ4gwqL0cg,4.0,2
MoX-AGP4AksEQC8CIQA-dQ,3.6,5
G5flQ7qs-jCS9xBWTJRtLw,3.83,6
7SWrrbSHL1DDTq2HK6K-Yw,4.33,3
SsgLO6QvVEH6HGJ5fntgNg,4.28,18
0dU-oiiYkWGT_Jwo18_Z7g,2.22,32
wH_kpDuTE6ChDAp5AlMfJA,3.46,98
Gf9HbiraKNZpxbxwScHBVw,3.88,16
shA3pC1JuAkXl28_LVcp7w,2.84,32
mpcOh0HzArc52cZVWQSnCg,3.31,13
pvof9qUIdqHzGwRUalw-dw,4.33,6
FI4ns6iR4ZrhoaYjITf-Mg,3.67,24
GAqqXsPS7wBgs5FuoXmKTA,3.21,61
9_HsCjEELmey18A-gTzZKw,3.56,231
dB4i2IfkS4Kvs6ILTTDEkw,4.22,9
XUyxdt8Nt9IvgpMrCTG6Hw,3.0,1
blCfjLUecYBuKJMBtmAqfw,3.7,10
daTyCanthPyTq6f7YEwvQA,5.0,2
tlbDEz7YHDo4diBKf8cynQ,4.0,3
0WhQ8juXQ7CwbuHGKTsFJw,4.0,4
KramfptRWKyQOm672d-w4Q,4.25,8
qraQm1EvLa3JGykqEMAr8g,3.62,37
taoabZMEW_q1ZUmt1iPq3w,3.28,25
PQWrBAXEVtC5Q9eqdyl87w,3.11,9
idjcsOi4BwxJuOu0MMNqRQ,4.5,8
hbuwR68NmVSe1yst6Mictw,3.2,5
jHAfKpTlY1LdpM_QgJO2yQ,3.12,17
COqwMgUFpzanzWmK5feE8w,4.6,5
yh2RW-YeoqjIO4Y4Cwz9bQ,4.24,17
Q5NEYfn5ATd4avkjrq89dA,3.95,20
i9xmoc3CRotbK1OZKm0TnQ,4.1,10
apjUK1BbswSKo5jZMuwq7A,4.25,4
PZ4e4vDjzthBlOb4GphTwQ,3.72,25
ea1oDRrNCpEFGeAPmwgbiw,4.22,9
OkW26vrP7Qb4BOuOpj909w,3.67,3
UFxW6456E2PRt6UadgY7rg,4.27,45
JVi1C97L1wro5-7UrZApSQ,4.26,19
YBgVpwjdYtEyoW4Tf70qqg,3.67,3
9D4PMia-8WqCYXnr7TM0Pw,4.5,12
_9YyclQi9o9EalWKM8MG0g,4.24,84
BXnIedddKEcfuDAm4_7yXQ,4.67,3
eWbC_7Rn5HDjEx-Y8CJXuw,3.0,16
W6QLszaazEoEOAc10UqtQA,2.67,3
ztbfJ6kQ4O_hZqhDHAhVPw,2.0,4
KHVjjav0MJ7qxK9J4FOZPg,3.83,30
Mw_pW3aKINhXAi5bJvWCRg,4.39,31
MnoF8A3UAghzXKSunNSn2Q,2.72,32
oXjSr8nzPHBNikSNCVtQnA,4.0,8
09r7xwM1OTEM2hnAM8WPFA,3.0,30
TuCAYZ89lP_s6D7Y78xNhQ,3.58,119
hw7B402dB-d3HxdKc8iNQA,3.71,24
HB_GJUe69IvS_0c-ld7DxA,4.0,4
6q1-3EtHXk2bFyANIxA11g,3.22,18
fjaQ3Ixkofh8xGhklUtDnA,4.02,248
bdX40KqK9GJjqFKJMv5reA,2.0,2
FL_wAxPmBnZHVAXBNPOFRw,2.5,2
W1VM_sPrfc48AIS_bvRh8w,4.0,5
KOqC1mMpvPLpCScnDwrbng,3.83,6
MJTds5mMqXEzYFI1TDCA8Q,3.69,13
vwAvFkrB9459ucTugR7rKw,2.96,26
6wgO8xpP4kozBfJ-7Co-FQ,3.4,5
k1A8pNspBPinGDivxkuDSA,3.6,5
1IvmXbY5CjNf6pD9tpUmjg,3.0,1
nLL0sjLdZ13YdvhXKyss7A,4.32,22
HtOr8cabgigirtDkN-oBcQ,3.15,13
51qNc8sg9kCD5GEJ3TUrrw,3.5,2
lRzoAhDhcyCeOGrWntXqsw,2.71,7
a1zBJOBpJiQk4qFaMCvEnA,4.29,69
xG7wiKZC0Yu_ZpZtnLC91Q,2.36,11
y8LLDfHfqBjjawjfHfAzTg,4.47,119
EW9LIn-95GfUi1A7oGzCqA,2.0,4
5XRFn6Ah9gJ_g2RpvNPJTg,4.0,4
5nws-cXSlaCAGoGZ37bQGg,2.7,46
iTBQsH-YU2RwrCP_Gaudeg,3.77,13
TW44bipmQ5fCYbA2D2sajw,2.55,20
QVMpwcjWzC01q_wZDI07cw,4.68,38
SAU9NDWNuR0Jvgx38T8wsA,3.85,143
Hj3iyldLJg4JcyelJPnQag,3.08,24
IzSXqxIto8XZb70oW3tagg,4.08,48
rEZwXREmDpqDigTNdeHt8w,4.64,25
fON48rwmABedlUu0DWVEiA,3.41,39
HrFJI2fVrHkcnp3cjYlH2w,2.71,7
ckUOdIfdL9Hl5FJy5VS60g,3.57,44
YcDmBScHtp9-hrJkpzpfHA,3.25,4
zI9jtvCdSwIRwtY8qGdMpg,1.83,6
OIz-ANecBe-GOZVZZUHSXA,4.43,46
gWZMV5q8CSp8K5tZcMokCA,3.1,31
XCrxseLkWGoAoyN3iKD71g,4.0,9
MvMlUB2aTzeKCxaIjOHY5Q,4.75,4
6Tv28Sx8wKRku3v_WtSLiA,4.27,11
6X01fXVzhCght4ZJ9Ei2JQ,3.7,269
sphMxGkYY5OR7uleFxk_WQ,4.38,145
CF_uNwPdMXsISYid2znLqA,3.88,25
0ug7k83UJlOOkiFMcLWjNQ,4.0,2
LNKB78TUzG7T4EAe2CzKQw,3.69,58
cIqO_kKJUABxTtwqWjTmzg,3.25,4
s-OomSmBbKJnAkPvCuXFgA,3.48,48
yuS1qDTkido8zUFrfj8O0g,3.2,5
KH42R77PP1kI-B3TiGQr2A,3.88,8
qjmCVYkwP-HDa35jwYucbQ,3.96,520
5wnfh9DHIMaaEIIVAzhhIA,4.33,9
uR96BDuI8YR7gqbc-Ncg9A,4.29,94
bZcqORBnVApUA2-SEn7VEQ,2.67,3
LytBuuKRUgMqBNYEopUsXQ,3.28,58
YXpgPXZNzjJlyUKR3yht3g,1.0,1
cuLVubarNFQ7VjpT5k7DEQ,4.48,25
jJlOPkv4Xl6vxNzr51fnYw,4.04,198
ou8euSD3SfjF2Az9PT7ezQ,4.5,2
gfE3L51Hdd929VXm1zEexw,3.39,18
0QTn4pMzKv1mnQifcP9YoQ,3.21,90
24OmQWFTnbfGv-e8GyEMAw,3.85,131
IsMn-rOa5tgwmivCCehNkA,5.0,6
NKyOOV0iOQt1l892IzJfpg,4.0,7
mXHBxHrAJPnPWnm_OKuZTQ,2.25,16
ynKz0tvG0ctSZB8qX08MbQ,2.17,6
3zH5Epow76puvMvHVpmm4w,1.88,26
PSFWA3pgyB0-uE6hG2GXAQ,3.46,48
nOel1jHjp5CW98mPOdt9Yw,3.8,10
tGx7BSyqWDeppMvt2aQw_A,3.79,68
iwG9W9RXf1kXh6KwGP7C7A,4.67,6
6gugg5XY66ukGewmOptSKw,3.15,97
SZTRq_zknfhNyZXv_VOf1g,2.5,4
wg870AhKFZmwZoOwzylIMA,4.0,2
UFdWsJOT3Zzy4AxFXavgqg,4.5,2
SyRxdp5n7wUYgauZKGJmrg,4.8,5
S_6RplvXDrAoHkBGqOp1bw,3.5,4
NGILhbY8zh_wACzUDQFbCQ,4.22,18
KFj-E9_30TMy0Ryq3NBEHA,3.32,119
ZBG0wAGUl2Kqj3UbqiXo2A,4.21,14
1pfZv9dYlV7roNhcp7_PJw,4.28,46
hsOnzcy8mFbUvIWFC1agoQ,3.18,22
3wkH1sL4tojmaveP1jNiIA,4.9,10
pM4RA9OXTsJn7cR9ilsmQA,2.75,4
L9ANG1S2a-ap3FDASsyNgw,2.17,6
g9xm7b1MfPxViRdyN6Vtjw,3.07,42
-odtOcgPKHqe89XZSVUAwA,4.23,13
j9g--_irBzX0cwX0fu3v_A,3.44,16
_BrLcaVzE6GqBilwmdQOfg,4.06,53
ET9F32B8mz3q8lNmtDMlcQ,3.13,106
KRW_MPr8TCZhar5UaM8hmg,2.67,3
7mNPyQJYtIR26Y4KQa2g1Q,1.71,7
CWeOGBZpSqbtT1W7cdT4DA,4.2,5
_C9P5NuoOEMP5sSqDdHEJA,3.8,5
RLRHRO25ptrVn26DDw83qg,3.17,30
UTesNnnvWlUtxoK_etQt8A,3.8,15
mJGkX8Qmqwn4bohQ1XDMEA,4.2,5
kUvJiI7teJ--m5i1ReG58w,4.36,28
8P_GOw4u9EumQR1yZTxI8w,4.5,2
l-gU37t21eCm_UU7XGU-8g,3.0,8
GwxCl1eT1lrC-PqtHTSObg,3.94,34
Q2FaJ3zB6ZuGgvqUqhdc_w,4.05,115
McikHxxEqZ2X0joaRNKlaw,3.35,79
LoJpgBhfKhRUIAWSeJHWrQ,5.0,2
UU2O07FFVGm-oNDcy5aUjQ,3.5,4
usO0GycVQPwfaIMEuPPiFg,3.94,16
h2VtyNdh32eyEN44T5kqPw,4.0,3
oHoY4vX_wqnXHGLDhviveA,4.5,2
b319NpJDGTzRYrWnaTciiQ,2.5,14
jphuU3ttPugYr0lTBxtp_A,3.27,113
8q6a5_rWBL8BNimvtZ0a-g,3.54,13
Znrhf-sxuxZ8iT4rJd59jQ,4.0,5
q10Lok3-M66eM67IV01m5g,4.5,4
-qv60txNVfg5pJ0b0w-QJw,4.35,26
1jIgjQegBUeMQ9AcW6sBaA,2.0,5
m4dsORRhBW_AxSEh_EXrSg,3.75,12
-0D_CYhlD2ILkmLR0pBmnA,4.33,6
bCkHAoryCDSDFbOeihkgUQ,3.11,9
b6CMJL6hWZ2blWK7t0NJUw,4.52,56
gn5wC5MV28nF1LbkyMUamQ,3.36,11
tIrqvnJ4QHABksiDgWnY3Q,3.0,2
PMRhNmJmHjugB9NXgn5mug,2.86,7
0FL85lRTZpc1I6HbfnqKuQ,4.67,3
r1sisynnBLFM5TORpher8g,2.88,17
fI9ndlXG0DWvlvP4_YfC9A,4.67,3
w7MdnHM3JPMgRw_sXj1EQg,3.59,22
JsSecQGb8Ru9Xj9AUnV37A,4.01,146
WjuoFRMiEtrhoNK47ey8LA,4.17,18
_c98YKUKcD43F7oAPefM8A,3.73,11
SaIWjv5wG7DIdTgJzGNyXg,3.82,11
jsENu6YLygHA5Z-Vc7Ku2A,2.74,35
Pb9cj71KFAFpffzgzIUPCQ,3.6,5
LQbzGUOXOxYqAWInQ1terw,2.91,11
2ieS2VTBVOahX9SFoVtSww,3.84,19
BITOIhndla5OfxdqAWwYEg,3.56,32
YzE9DAJDb5fqGa8WTZgBjg,4.32,73
J1UcYfDS-YjBNesfzptKaw,4.0,18
nRzZac3LVgANpKPkDs4LSQ,4.29,34
BD7P8wgQdj6Ekcz1FDKc1Q,4.6,10
JyldCiKvK1m72VS6tuC_Qg,3.72,18
Fc7OrZXf4Welvt9TJ7K-sg,3.69,88
6uqzV9LXu912KixFl36vbQ,3.52,56
FuqWdD44gYFhofESN6JD1A,3.46,59
wDUDU5CvOroXLe3hHdOgNA,4.08,12
BpEFRLfOIpwd06y-xEm88w,2.73,11
n87ZF6btSU6Tmoq4AeGDiQ,2.67,3
ejcnzdNMYQpohnnhLPLtLw,2.75,4
ECbznso003XMWuS5jfClyw,3.09,22
rIySoGqQ4trrrOsagcDB5Q,3.0,6
iohzAkFe7wrcpRNagpAmbQ,3.97,29
Y-5knOy4atrpy-TJU7gEfQ,3.5,26
PeQ3gtLHAg9ov0YuM-m21A,3.86,133
GMkgJsA2Jg6kTnOzF5Rf8Q,2.25,8
qOqdQ_PuG8z9uTTImQC8Gg,3.91,23
1W-Rb4ZIs3JA2kRKyZ8O9w,3.71,7
O-NqppZZm1rQGmq3ncBPBw,4.83,6
NG6A1dF_kEpvv7yCbDyOXw,3.5,2
-GF267VCCEZ7es8pnKxRoA,1.78,9
sZ4uYs99km644ZMR1TO76A,2.67,3
c11BDf4LF6-d0XR14LX9CQ,3.88,32
A3KyrvpzoZHyud6fDRcEHA,4.5,4
1f_DXcxpAKfILKK6cDPLxQ,3.93,14
gqieCffMWjRTRIqdeXcvXQ,2.8,5
UCEAhciqe8avW1N-bWJ32g,4.13,152
vDEC5kHgtjkqyuZAZrSuMA,4.01,171
YNQgak-ZLtYJQxlDwN-qIg,3.69,2168
7xrdf_JJSbswG8hxChJ-KA,3.33,3
33jDargtOWQ_mI5buxr5IQ,3.42,12
tM0kAQYli0O0qUrm-jHVDg,4.14,28
hnw-5xX7i4C1po5X9i686Q,4.0,3
7aOn01a0r90wiW1LSr95Aw,3.41,199
mxzJE55p9cRvi2T8VKzBXw,3.86,14
UD0zvmqyefhV0O0PCJ_qJw,4.15,34
Zsk4RTLdjZ3X_dp-hV9J6A,3.33,3
E0rdhUQQ2VjBcNb8AeRbdg,4.0,8
dM1UPPgeQFczXxCwnTJK-w,3.67,6
Kh7cW1rcbxzsgTzAfqEcGw,4.7,178
Aicnm12Zped8nQFXyRRFvw,4.07,67
4fZtwMekeFdChOBQizz8Fg,4.0,1
O9ro4MvZ7LDQC76zLEg7AQ,2.52,29
ExjZ-Q_8hejt5S43ycbkFw,3.75,16
CHdYr5JJUC3BR8FrMp4jNA,3.59,17
LmUsz1BW611QEtlAmUQigg,3.18,11
Vftul7AoxYR1Fvdj2YAzEA,3.0,9
wuudosx7qqxJgLr8wer8NQ,2.2,5
sH17KGxbMVrlr66n92Qh8g,2.71,7
OZZjgwmc0ijdGN-IMYBzhg,2.25,4
7QeXmpR5gphG5mLJuAUy8g,3.54,59
oDLE8X_tZsBIZBCaJYt_5w,3.12,25
58HvoHMI1ZbgQoonPWHXsw,3.44,9
y5F3GzoHINR3hCdyHfN4Kw,5.0,2
eZYlXKdQofwynt5tDcVqdQ,4.67,6
TCX33pPlZzWKkqLG07wvUg,3.89,82
sxQiL_xBP0AuTWVWEQ9Lzg,3.6,15
P3V1sCnNIyQVMDVUz30XYg,4.0,4
0P0XckSv_2_ZNKoYlhT4Gw,3.17,6
SsThJPCbJYsWr5ZOpuzk6g,4.0,6
-tCiAYMimz6yQaaXiK7e6Q,3.1,49
BMjggIgOghBMEXPo8q7q3w,4.15,40
Qk1tb8rVRtf6WNu855wWFw,3.6,15
BNweK7pzxuuUroi8inU_UQ,3.81,68
sCa3a9H2Wz-HPL4NC8D3xA,2.67,3
QIMePeOcqpURu5P3zDAsog,4.62,50
IOBuWp3l6m6O2DgyLiq4Pw,1.0,3
6lcay-E_ssmzpGanKbColg,3.19,48
_ZQYmvyM57_pxsorBIFk-g,3.38,16
WW0dse3O1iLqiR-DxjTVBA,3.76,21
1LjIDVQ-ocUt-4y5aaFKYw,2.67,3
LJ0ARWpYvsO7T4kCe1Jpcg,5.0,1
PUm1RrOBxeUKBl1vK5MfGA,2.5,2
Agz-gMJfjCsK5tdKC6FBYQ,3.78,46
niPFXq4r2mc0zFlOpWV3Eg,3.39,36
K5Ma37TlDL9Jw0DJlhASHQ,3.75,12
RJDXizOKGIuKNhBXPKI6OA,4.0,9
k5VizHcjHhEpC7Qv4o2m5A,4.4,80
AjZLGVy8GgpdCCXCtCXV_A,2.19,26
wPidHd5FxspPRgVqdEQ-Xw,2.52,42
6i1XD3mWfxUxkOf7pO1WXA,2.75,4
UzL9TyWtUsHrNT5sRZYwiw,1.5,6
kePxkm183BDiOiDcsjgAhg,3.86,184
fwHDW-SVvQm0Ukozr3Jkrw,4.14,21
q96ekniISDByle9Su4tuCw,4.67,12
VQtMFcgkRz7MCIo9sPDaeg,3.73,30
YW3fl_QVnF6kJ5HkH0k0BQ,4.5,2
cpFmdYXLAFm0vDwqxO7LTA,4.57,7
OPSwtS5Vs1qUj8myfgBjsQ,5.0,4
m5C6lMZ_RUzk7cg4_BZdlA,4.4,5
5N64spCCuy4-RuCizQho8A,3.0,3
kohSIUzkCOMfW-15q-XdFw,3.0,2
LEHCYKIR8PMHaAeDdu4luw,1.33,3
Z_58BYHARPXTDr07VjBqbg,4.57,7
DJKpwLp4mISNDNDpNz67tw,3.8,25
IUJeNXFgMNfopQPvCxGxAw,4.47,15
kvRA6hu6FC51vBKY7Kp9GQ,3.15,61
-R7uChoaVzwNvPNMT1gOuw,3.5,6
WSYVq5V75-pWdZq2NpMmiw,3.29,7
SwmStS3zjj94aV8M7kYqLg,3.92,310
pGGvJTENMujDfrXhAmweOA,2.71,7
PItKza9CyPAzGtqo60zZTg,2.5,2
21OT8bMnCjjCdd5LNTZBbg,2.25,12
--zgHBiQpr8H2ZqSdGmguQ,2.33,3
EJkiV-vOO2NfQH71KeqaXw,2.34,53
xh6kuilw1HNwSPlvrXCORw,3.33,3
nH3d8NkRrHBbkmJo0glEOQ,4.27,11
b-HWYd_0OhSQ_p0sq_VoSQ,3.37,41
aExWPWocqUUW7Hh40H7fnA,4.43,7
x_EAlTmVEbNCxeqTXeEJMQ,3.27,15
mDOBApO3-M2024kWjhMNDg,3.88,34
3pxPLgNO6MKiX_lvSYqPmw,3.75,4
bWh8AvckcvbeHuQqfTMKAg,5.0,6
yhR_thWkjsa5V4bMhFTN_g,4.19,74
p30lqNW-63MQeDMybvW-nA,3.33,6
rad3s5u3uNco7mZXQ-arOg,4.22,99
suHguFPx10trh_TYLw2t4A,4.88,8
pdkMD-TDYSeRg5PTa7iOIw,3.42,33
vnY8-SmO_kUmTRVw2BJqmA,2.33,3
hJPi219V-e99Kedk2cSbEA,3.33,3
Bm2PBs_AZEtx93zdtwqUJA,3.85,78
YYNqf7ZjlYVjlmv_xLqCjw,4.29,7
zOCdVUKUN3b-obT67Qjyww,3.85,275
uEkT2KvDgQ2Rec3HTqwI6A,1.2,5
DAAEXhSScuMAPKbZlY17LQ,3.0,4
VMYZeFelWhQMIGfrBeSF1A,3.17,6
yFmBMNsuOIe2u5kh7NtA0g,4.47,19
RIPM5kJ6xHvIu6umgOrg4A,3.2,5
19K6UQNH1821jPPj2nLu0A,1.67,3
rwWLIfrrfDmRZISkUPkW0A,4.0,3
dvjYiddhJ2HrosdSBAqngg,2.5,24
ChjR4BA5sg_CeC84ks0x3Q,3.0,2
yc5Z2xN8c1zBvzFRkIfZ6g,4.0,4
AHzxXDQs4y5htkgD5jIpQA,3.81,95
cBrNrAgiSfpgnxU2vDRZpA,3.44,9
KlAARyLySLdoyT8QxJFSIg,3.36,100
c0ojm8FYtIrlwdmXpiQgPg,4.32,19
5RNo_HDbcYMc1By8BYFBzQ,3.53,38
